n_basis,N,energy,n_fock,coupling
14,2,2.062804852247475,5096,6.75
14,3,2.2468740290064364,5096,6.75
14,4,2.262197669484091,5096,6.75
14,5,2.6226459025541775,5096,6.75
14,6,2.6237058359705916,5096,6.75
14,7,2.659905353126522,5096,6.75
14,1,2.0645963691135574,5096,7.0
14,2,2.064599997699028,5096,7.0
14,3,2.251399424231264,5096,7.0
14,4,2.265590787877023,5096,7.0
14,5,2.6257721199505024,5096,7.0
14,6,2.6263808717342587,5096,7.0
14,7,2.66484775640631,5096,7.0
